iter	Passed	Remaining
772	2329	683
773	2331	680
774	2333	677
775	2336	674
776	2338	671
777	2340	667
778	2341	664
779	2344	661
780	2345	657
781	2346	654
782	2347	650
783	2348	647
784	2354	644
785	2355	641
786	2358	638
787	2360	634
788	2361	631
789	2364	628
790	2364	624
791	2367	621
792	2368	618
793	2371	615
794	2373	611
795	2375	608
796	2377	605
797	2378	602
798	2381	598
799	2382	595
800	2384	592
801	2386	589
802	2389	586
803	2391	582
804	2392	579
805	2395	576
806	2396	573
807	2398	570
808	2399	566
809	2401	563
810	2404	560
811	2406	557
812	2407	553
813	2410	550
814	2412	547
815	2413	544
816	2416	541
817	2418	538
818	2420	534
819	2422	531
820	2423	528
821	2425	525
822	2428	522
823	2429	518
824	2432	515
825	2434	512
826	2435	509
827	2438	506
828	2440	503
829	2442	500
830	2443	496
831	2445	493
832	2447	490
833	2448	487
834	2451	484
835	2453	481
836	2455	478
837	2456	474
838	2458	471
839	2460	468
840	2461	465
841	2462	462
842	2463	458
843	2469	456
844	2471	453
845	2472	450
846	2475	447
847	2477	444
848	2479	441
849	2481	437
850	2482	434
851	2485	431
852	2488	428
853	2490	425
854	2492	422
855	2494	419
856	2496	416
857	2498	413
858	2500	410
859	2502	407
860	2504	404
861	2506	401
862	2507	398
863	2509	394
864	2511	391
865	2514	389
866	2515	385
867	2517	382
868	2520	379
869	2522	376
870	2524	373
871	2526	370
872	2527	367
873	2530	364
874	2531	361
875	2534	358
876	2536	355
877	2537	352
878	2540	349
879	2542	346
880	2543	343
881	2546	340
882	2547	337
883	2550	334
884	2551	331
885	2553	328
886	2554	325
887	2555	322
888	2556	319
889	2557	316
890	2559	313
891	2561	310
892	2562	307
893	2563	303
894	2564	300
895	2565	297
896	2565	294
897	2566	291
898	2567	288
899	2568	285
900	2569	282
901	2570	279
902	2571	276
903	2572	273
904	2573	270
905	2574	267
906	2575	264
907	2576	261
908	2577	257
909	2577	254
910	2578	251
911	2579	248
912	2580	245
913	2581	242
914	2582	239
915	2583	236
916	2584	233
917	2585	230
918	2586	227
919	2587	224
920	2588	221
921	2588	219
922	2589	216
923	2590	213
924	2591	210
925	2592	207
926	2593	204
927	2594	201
928	2595	198
929	2596	195
930	2597	192
931	2598	189
932	2599	186
933	2599	183
934	2600	180
935	2601	177
936	2602	175
937	2603	172
938	2604	169
939	2605	166
940	2606	163
941	2607	160
942	2608	157
943	2609	154
944	2610	151
945	2611	149
946	2611	146
947	2612	143
948	2613	140
949	2614	137
950	2615	134
951	2616	131
952	2617	129
953	2618	126
954	2619	123
955	2620	120
956	2621	117
957	2622	114
958	2623	112
959	2624	109
960	2625	106
961	2626	103
962	2627	100
963	2627	98
964	2628	95
965	2629	92
966	2630	89
967	2631	86
968	2632	84
969	2633	81
970	2634	78
971	2635	75
972	2636	73
973	2637	70
974	2638	67
975	2639	64
976	2640	62
977	2640	59
978	2641	56
979	2642	53
980	2643	51
981	2644	48
982	2645	45
983	2646	43
984	2647	40
985	2648	37
986	2649	34
987	2650	32
988	2651	29
989	2652	26
990	2653	24
991	2654	21
992	2655	18
993	2656	16
994	2657	13
995	2658	10
996	2659	8
997	2659	5
998	2660	2
999	2661	0
