iter	Logloss
388	0.3264351598
389	0.3258269981
390	0.3255076585
391	0.3248766793
392	0.3243239367
393	0.3239651433
394	0.3234524197
395	0.3230714445
396	0.3225226579
397	0.3219692442
398	0.3215500867
399	0.3207841096
400	0.320245107
401	0.319760923
402	0.3193362907
403	0.3186671292
404	0.3179644125
405	0.3176333816
406	0.3170213346
407	0.3164098881
408	0.3160306436
409	0.3154178902
410	0.3148931221
411	0.3145786215
412	0.3140940136
413	0.3134734542
414	0.3127451296
415	0.3121989215
416	0.3118048067
417	0.3115335041
418	0.3108952134
419	0.3104297497
420	0.3097681116
421	0.3093006699
422	0.3089608793
423	0.3084324731
424	0.3078844989
425	0.3074544624
426	0.3069427278
427	0.3062020761
428	0.3054754116
429	0.3051113553
430	0.3045940399
431	0.304112717
432	0.3035421725
433	0.3029231672
434	0.3024555489
435	0.3020810375
436	0.3017953943
437	0.30124191
438	0.3009341911
439	0.300251219
440	0.2997801745
441	0.2992736322
442	0.298788212
443	0.2986079322
444	0.2979867723
445	0.2976247999
446	0.2970587059
447	0.2966184969
448	0.295972206
449	0.2954828121
450	0.2952119863
451	0.294900382
452	0.294353803
453	0.2938307656
454	0.2932560179
455	0.2929748429
456	0.2926324209
457	0.2919954017
458	0.291609976
459	0.2912178746
460	0.290810638
461	0.2902287554
462	0.2895827117
463	0.289304592
464	0.2889549997
465	0.2885004326
466	0.2880127342
467	0.2875586792
468	0.287160167
469	0.286803846
470	0.2865469721
471	0.2859783526
472	0.2854486395
473	0.2850217819
474	0.2843388805
475	0.2839411453
476	0.283612057
477	0.283215876
478	0.2826957349
479	0.2822352162
480	0.2816812551
481	0.2812894539
482	0.2806460063
483	0.2801394816
484	0.2796740709
485	0.2794058058
486	0.2791392715
487	0.2786677325
488	0.2784718937
489	0.2780352345
490	0.2775378051
491	0.2770666193
492	0.2765645981
493	0.2761529993
494	0.2757301331
495	0.275450106
496	0.2748340854
497	0.2741894545
498	0.273570361
499	0.2731675748
500	0.2727298737
501	0.2723083849
502	0.2716284681
503	0.2710568817
504	0.2707761129
505	0.2702762816
506	0.269812478
507	0.2696120651
508	0.2692184448
509	0.2685475526
510	0.2679592239
511	0.2677938673
512	0.2674148348
513	0.2670448268
514	0.2666786512
515	0.2664359764
516	0.2660253843
517	0.2657795835
518	0.2652687143
519	0.2647746404
520	0.2644600692
521	0.2639233271
522	0.2635418397
523	0.2631032379
524	0.2626642298
525	0.2623309736
526	0.2620421162
527	0.2615724316
528	0.2612233515
529	0.2607078199
530	0.260125902
531	0.2596911324
532	0.2593149079
533	0.2589522291
534	0.2582582191
535	0.2579348882
536	0.2575073242
537	0.2571671451
538	0.2567573477
539	0.2563778913
540	0.2560215879
541	0.2555854232
542	0.2550387206
543	0.254800461
544	0.2542743153
545	0.2538854988
546	0.2536286248
547	0.2532475966
548	0.2527880669
549	0.2524671555
550	0.2522430773
551	0.2519330095
552	0.2516404964
553	0.2510883543
554	0.2508910144
555	0.2503649217
556	0.2500112322
557	0.2496772695
558	0.2492726291
559	0.2489030273
560	0.2486280159
561	0.2483311936
562	0.2479454853
563	0.24770908
564	0.2473266036
565	0.2469618762
566	0.2465199365
567	0.246184455
568	0.245735663
569	0.245464325
570	0.2452428959
571	0.2449464268
572	0.2445735225
573	0.2441518748
574	0.243601799
575	0.2432375307
576	0.242771184
577	0.2423610511
578	0.2420193884
579	0.2416237019
580	0.2412563607
581	0.2408667317
582	0.2405849033
583	0.2401673352
584	0.2397489724
585	0.2393406762
586	0.2389394619
587	0.2385384242
588	0.2380580372
589	0.2376967713
590	0.2371617247
591	0.2368471358
592	0.2365046607
593	0.2360080613
594	0.2356297705
595	0.2351314227
596	0.2348456913
597	0.2343069712
598	0.2339046796
599	0.2335635115
600	0.2331308436
601	0.2327706019
602	0.2323112135
603	0.2319000739
604	0.2315788092
605	0.2312753819
606	0.23092941
607	0.2305612564
608	0.2301449599
609	0.2297034087
610	0.2293945418
611	0.2290289137
612	0.2286315671
613	0.2283195743
614	0.2279675095
615	0.2276680028
616	0.2273562043
617	0.2271233311
618	0.226728404
619	0.2264699936
620	0.2262131196
621	0.2259668774
622	0.2257000252
623	0.2253986994
624	0.2251800961
625	0.2247406818
626	0.2243843432
627	0.224013099
628	0.223803061
629	0.2234766218
630	0.2231534145
631	0.2227012846
632	0.222394802
633	0.2219783642
634	0.2217304442
635	0.2215281239
636	0.2210471189
637	0.2208062631
638	0.2205778758
639	0.2203119772
640	0.2199323795
641	0.2196784549
642	0.2191280612
643	0.2187708925
644	0.2185244737
645	0.2182265388
646	0.2179619824
647	0.2176307396
648	0.2173269943
649	0.2169795743
650	0.2166481901
651	0.2164471591
652	0.2160845333
653	0.2155701143
654	0.2153642619
655	0.2150333546
656	0.2148805548
657	0.2145998919
658	0.2142318796
659	0.2138816692
660	0.2135714955
661	0.2132253647
662	0.2128707215
663	0.212560742
664	0.2122588864
665	0.211923352
666	0.211592533
667	0.211428501
668	0.2111458778
669	0.210839925
670	0.2105844286
671	0.2102523027
672	0.2098284474
673	0.2095922541
674	0.2092103075
675	0.2089798009
676	0.2087085865
677	0.2084122764
678	0.2081116924
679	0.2077504617
680	0.2074171349
681	0.207124975
682	0.2069235554
683	0.2066898699
684	0.2064043857
685	0.2060125139
686	0.2058187767
687	0.2054861563
688	0.2050869553
689	0.2046493601
690	0.2043730771
691	0.2039936737
692	0.2036347213
693	0.2033996935
694	0.2030796828
695	0.2028022695
696	0.2023963928
697	0.2019972978
698	0.2017740673
699	0.2013782572
700	0.2012811943
701	0.2010816645
702	0.2008158719
703	0.2005602519
704	0.2003278556
705	0.2000457622
706	0.1998179224
707	0.1994709792
708	0.1991322835
709	0.1989433854
710	0.1986754382
711	0.1983199649
712	0.1980320613
713	0.1978467306
714	0.1974670799
715	0.197300752
716	0.1969796993
717	0.196616526
718	0.196426109
719	0.1961158823
720	0.1957209022
721	0.1954147374
722	0.1951483974
723	0.1949929838
724	0.1947652675
725	0.1945328536
726	0.194251555
727	0.1940027343
728	0.1937330211
729	0.1934695067
730	0.1932400597
731	0.1930259775
732	0.192745403
733	0.1923362591
734	0.1922150011
735	0.1920342975
736	0.1918272442
737	0.1915265366
738	0.1912630752
739	0.1910336283
740	0.1907518881
741	0.190487685
742	0.1903348675
743	0.190062311
744	0.1897544861
745	0.1895742593
746	0.1893680007
747	0.1891900345
748	0.1888997466
749	0.1886677036
750	0.1883203189
751	0.187932509
752	0.1876406846
753	0.1873798547
754	0.1871516793
755	0.1869097816
756	0.1866185577
757	0.1863320315
758	0.18610043
759	0.1857640302
760	0.1854426949
761	0.1852297606
762	0.1850293124
763	0.1847708314
764	0.1845821098
765	0.1843869245
766	0.1841718179
767	0.1839240922
768	0.1836650107
769	0.1833270038
770	0.1831006297
771	0.1828154458
772	0.1825080624
773	0.1823099984
774	0.1821496752
775	0.1818469542
776	0.1815984691
777	0.1813607569
778	0.1810508657
779	0.1807518888
780	0.1805600414
781	0.1803934662
782	0.1801059511
783	0.1798200431
784	0.179598667
785	0.1793680544
786	0.1791786618
787	0.1789525703
788	0.1786650198
789	0.1782526087
790	0.1780828193
791	0.1778194639
792	0.1774623482
793	0.1771871072
794	0.1769525033
795	0.1768044013
796	0.1765733118
797	0.1763950277
798	0.1761641502
799	0.1759136694
800	0.1756158935
801	0.1754173703
802	0.1751045121
803	0.1749473501
804	0.1746376355
805	0.1744534175
806	0.174124753
807	0.1738417237
808	0.1735476741
809	0.1733061473
810	0.1731118803
811	0.1728692585
812	0.1726249765
813	0.1724383919
814	0.1721514949
815	0.1718955217
816	0.171738395
817	0.171568588
818	0.1713200322
819	0.1711445208
820	0.1710487472
821	0.1708565112
822	0.17062468
823	0.1703423394
824	0.17021762
825	0.17011895
826	0.1698387111
827	0.1696572304
828	0.1695051017
829	0.1693339701
830	0.1690658993
831	0.1687847243
832	0.1685041675
833	0.1683046906
834	0.1680817957
835	0.1678531258
836	0.1676649694
837	0.1674323435
838	0.167224001
839	0.1669943421
840	0.1667082575
841	0.166490078
842	0.1662724106
843	0.1661186395
844	0.1659517641
845	0.1657619476
846	0.1655866128
847	0.1653606274
848	0.1651502892
849	0.1649924208
850	0.1648225961
851	0.1645711263
852	0.1644531179
853	0.16426837
854	0.1640245826
855	0.1638876244
856	0.163661215
857	0.1634519365
858	0.1632593296
859	0.1631318552
860	0.1629400783
861	0.1627160355
862	0.1625356851
863	0.162392528
864	0.1621548688
865	0.1620262817
866	0.1617348812
867	0.1614745811
868	0.1613108317
869	0.1610491011
870	0.1607797058
871	0.1606322394
872	0.1604308729
873	0.1602250382
874	0.160045977
875	0.1598676752
876	0.1596238172
877	0.1594511315
878	0.1592912851
879	0.1590314618
880	0.1588321615
881	0.1586535772
882	0.1584346913
883	0.1582045732
884	0.1580267659
885	0.1577828725
886	0.1574784561
887	0.1572655572
888	0.1570284455
889	0.1568530401
890	0.1566221449
891	0.1564151799
892	0.1562602608
893	0.1560199172
894	0.155819681
895	0.1556117093
896	0.1554686935
897	0.1553062156
898	0.1550887073
899	0.1549787168
900	0.1548469685
901	0.1546670596
902	0.154443423
903	0.1541730386
904	0.1540181902
905	0.1538016708
906	0.1536713
907	0.1534961771
908	0.1532914903
909	0.1530469259
910	0.1528140527
911	0.1526145935
912	0.1523726958
913	0.152141677
914	0.1519965949
915	0.1518528903
916	0.1516163791
917	0.1513953739
918	0.1511949433
919	0.1510874784
920	0.150943138
921	0.1507717062
922	0.1505736422
923	0.1503970535
924	0.1502229196
925	0.1499908235
926	0.1498217406
927	0.1495749685
928	0.1493926578
929	0.14912849
930	0.1488814884
931	0.1486204642
932	0.1484133049
933	0.1481381699
934	0.1478942589
935	0.1477135906
936	0.1474564694
937	0.1473068926
938	0.1471274782
939	0.146990829
940	0.1468169248
941	0.1466502349
942	0.1464605773
943	0.1462694892
944	0.146096883
945	0.1459076669
946	0.1457162963
947	0.1455226121
948	0.1453220756
949	0.1451626884
950	0.1449888724
951	0.1448355427
952	0.1446610557
953	0.1444557861
954	0.1442303393
955	0.1440248489
956	0.1438302729
957	0.1436459223
958	0.1435416893
959	0.143382355
960	0.1431561399
961	0.1430236675
962	0.1428750179
963	0.1426774043
964	0.1424817686
965	0.1423040143
966	0.142153007
967	0.1419901318
968	0.1417933923
969	0.1415895179
970	0.1414248149
971	0.1411957564
972	0.1409823983
973	0.1408359033
974	0.1406241081
975	0.1404842801
976	0.1403716935
977	0.1402198827
978	0.140092161
979	0.1398770103
980	0.1397314601
981	0.1394976157
982	0.1393345374
983	0.1392104184
984	0.1391059823
985	0.1389150973
986	0.1388331343
987	0.138601983
988	0.138430772
989	0.1382977874
990	0.1381900399
991	0.1379504557
992	0.1378026362
993	0.1375843331
994	0.1373711427
995	0.1371920727
996	0.1370208263
997	0.1367989293
998	0.1366907932
999	0.1365539674
418069469
	0.1550287671
