ln_hf,rsa_mssd,vlf,vlf_mssd,ln_vlf,lf,lf_var,lf_mssd,lf_autocorr,ln_lf,ln_lf_mssd,ln_lf_autocorr,p_pow,p_pow_var,p_pow_autocorr,p_hz_autocorr,sdnn,sdnn_autocorr,t_pow,t_pow_autocorr,d_pow,d_pow_var,d_pow_autocorr,hf,hf_p,p_pow,coh_ratio,t_pow,label
-1.678240316037221,-0.4316237784693232,-0.7164111656669205,-0.46081418800428514,-0.46750665070305925,-0.9611254175988575,-0.36169048370747986,-0.3004427189365959,0.8082422699872276,-2.508520188094514,-0.0747314814406911,0.815177446191371,-0.6986176999249575,-0.295587018903835,0.30923143592017355,0.8104678858042573,-0.8122454896733782,0.9180769102512618,-0.695915355963447,0.9609771811484348,-0.9082638011740064,-0.3940613728341597,0.8334759586588968,-63.507577214578944,-44.59138145268543,-58.43802293552285,-37.99439462803778,-31.61365415536884,1
-1.596312532775515,-0.35849935442500946,-0.6069555538679758,-0.42896137580764104,-0.2611981360472467,-0.9593696058419662,-0.37449539415062416,-0.2947534009192188,-0.488085751849089,-2.469349811144869,1.0574237926130285,-0.6230613894037385,-0.7040392287423286,-0.3001933958704659,-1.5296473689310917,-1.9418880340009865,-0.8735477441820079,0.9475900934989029,-0.6748582883453619,0.824093379923338,-0.7302233076460943,-0.41479840362346054,0.6865412812712683,-61.69307811759988,-49.698654127355496,-60.24968767373603,-47.91223505573127,-22.9654222855726,1
-1.4900722662453172,-0.32130286903063665,-0.8550988810328128,-0.4731238835385042,-0.744876761282456,-0.9283247481482728,-0.3717787404035103,-0.27761229936437365,-1.3751035160587157,-2.208595933830108,1.8403054146579485,-1.4328213577759354,-0.6919607354105238,-0.29683557867054744,-1.4621296440208527,-1.7913938118375754,-1.0311376442204372,-1.0027421919488244,-0.7020342195364541,-0.30368901904428114,-0.8932852301665432,-0.39038616456916975,0.7423296620943158,-59.10365330129327,-43.11036161771533,-53.96313300723159,-35.91568539864139,-28.731422088513725,1
-1.2479319406749385,-0.37861083379105004,-0.6565102600661528,-0.47632441870062203,-0.3207693166947999,-0.8312591797044232,-0.34598513222504707,-0.28183717300604494,0.544435523752138,-1.61531633344824,0.24007356828352128,0.4950849967102876,-0.6474064701390432,-0.2863404624304749,0.4508349743615017,0.9062170193560061,-0.9551110266360461,-0.7905481132798531,-0.628835411483442,-0.11408260231541613,-0.8359440530598408,-0.4263904830443514,0.04372153582728188,-43.40245765504603,-56.602642001109785,-25.39097139670779,-44.50470863807883,30.51803808542026,1
-1.341922882087707,-0.40921206509966557,-0.6160376399298156,-0.4660525139225528,-0.25407211288293474,-0.767473586249509,-0.37384793411634853,-0.29735175644793227,0.0011319756895368128,-1.3056385130288477,-0.5224103067359618,0.055094646502656074,-0.6501889080858915,-0.2900158199392027,0.0848205862923315,0.03632309460558605,-0.9187887192718857,-1.2117979333947595,-0.6051473142003589,-1.3513607329621187,-0.8151795315531731,-0.4287756325464478,0.7324555736263313,-22.8510080187915,-58.67525134507346,-19.8389999864279,-57.21148366759383,86.75346728477236,1
-1.2099920651518628,-0.4284809055373577,-0.8809930348540888,-0.448487858905789,-0.8588455032305281,-0.6449373910713406,-0.3229211063572989,-0.298016773767268,0.9547772236242811,-0.881947316798208,-0.5834865408057524,0.9588084692599126,-0.48690476492151924,-0.264809519502881,1.2466039489592882,1.4083968054323368,-0.9087813351318415,-0.7906707740103045,-0.6031380877686928,-1.4746435174957384,-0.8612942526367596,-0.42592419243513846,0.08141644784646357,7.312716457378489,-35.747917050633426,106.44272748714852,24.75428856853692,65.88256764094655,1
-0.24083444708066737,-0.39132390603376466,-0.005984512298830178,-0.34462566375267983,0.41712524936634665,-0.46856750622086724,-0.2516233636651103,-0.2613486122157985,0.7939564721021368,-0.42316175329476907,-0.30010484341171356,0.7758079507045209,-0.27694062512927725,-0.24901052191560874,1.089329536850986,-1.0804251208238227,-0.3602197454671095,0.42419377431869165,-0.3348982525261049,0.45841199837518776,-0.4137459452933363,-0.3996810918516694,0.06610456845827534,49.45478951545975,-32.11194376601273,156.4441673496501,15.902614984099356,120.51602475301397,1
-0.10307640334020292,-0.2886199799648726,0.06919701636718795,-0.47021364315116393,0.4757651304410202,-0.31214858108681115,-0.3126394944225405,-0.2830236011746878,0.7815157364913706,-0.09742223124615866,-0.6226840681979707,0.7724191237297356,-0.16567810475355477,-0.29070470943243426,0.8453865720211817,0.5518237825343368,-0.3331908193692183,-1.737724598467943,-0.2558270590254948,0.5710097643342937,-0.14223029165325443,-0.2721470880858907,0.755208762272762,63.63442193217328,-35.15400519089052,220.8184641582133,26.76978374655757,153.0965984012058,1
-0.1516410261196023,-0.4320682454176641,0.20057438065298078,-0.43977546987431604,0.5707832121234427,-0.4249073243512565,-0.3699581471053989,-0.3011799475238298,0.6738491496237016,-0.31241133929680215,-0.7102331539540572,0.6733820715746327,-0.19096343145989944,-0.30060332290996983,-0.09373909528955676,-0.8738040469825742,-0.35655100305805126,-0.5057244531065075,-0.27723149205069986,-0.20821027322413438,-0.08336739105735526,-0.40878345889657525,0.052228409186038265,48.12022399359056,-44.09828805522912,207.4879108504404,15.952454455865889,165.1309339509083,1
-0.09106286938491688,-0.2874676749696754,-0.4257984234429322,-0.3327212435934757,-0.007278096752272641,-0.49776597818761503,-0.3232213921975432,-0.2492189450171276,0.3317167507656937,-0.480519235205624,-0.1951533405205181,0.2675089023252467,-0.16396137858728269,-0.2966931992320699,-1.8483601230991302,-1.3118622755209788,-0.39698713080725645,-1.7300378328252364,-0.39739255868175244,0.5662895347049642,-0.5906963969844611,-0.3757278849032869,0.4700865073904753,73.2867249035294,-32.971884722509024,246.2751321464276,30.33642634321421,162.21745100221196,1
-0.11381717540258207,-0.365236224722391,0.09615998179716669,0.21030977097842976,0.4769802811418623,-0.37194775915493183,-0.34395848212046204,-0.24766413569804496,-0.08503490379366031,-0.20760227005554552,-0.37432840504020926,-0.129801842743695,-0.23799009503228394,-0.28457615486207194,0.3611735788963906,-2.02051891223314,-0.307591767328192,-0.33729427453969507,-0.2721241536808476,0.1767466222140637,-0.1671847831817181,-0.20824541524996337,0.5579354444007083,157.65663663541295,-40.15854882308423,234.35474877566443,-22.427626006966165,332.5232249661788,1
-0.31452256082173,-0.37670072598785487,0.014712853206171642,-0.27298153009339443,0.4303591246202934,-0.4575705724269579,-0.3610145058229095,-0.2801985578577312,0.10218864667838015,-0.3837498476282914,-0.5525097547839509,0.12116536704507024,-0.31015122403550227,-0.295150549512668,0.24786878482862776,-1.1259512377461327,-0.3384247605786707,1.1088923845773258,-0.3351740461518919,0.7612904223324475,-0.27008589947937434,-0.3765045940293691,0.47291538616871515,158.2131464342143,-24.477161398725592,230.86442689273903,-2.345265621951364,240.15470878256207,1
-1.298992898439505,-0.2844033347743422,-0.587868414037763,-0.2656915384298714,-0.6436843207878533,-1.1489969920555718,-0.41553499769531566,-0.5465355504943572,-1.0361521297862644,-1.465509895729284,-0.08913213510243752,-0.9492679923753731,-1.1308117125020194,-0.38636968037128533,-1.311622925829993,-1.1183985144975324,-1.1781865871537995,-1.7208244910123522,-1.0436922383080005,-1.6229923611707948,-0.7101522572216387,-0.22025485276881918,-0.33374433052336044,-24.378126957983383,-27.608992324783028,1.2561219987975691,-2.974727513406599,3.491631697312419,-1
-1.4011012163716952,-0.49970127604367226,-0.5802644985357546,-0.27575258286254123,-0.6158158752136099,-1.0754643469645737,-0.4135112015667812,-0.47738936069109067,-2.576217982254518,-1.2539370861473886,0.2879843418023363,-2.655348584578445,-1.0923325452433448,-0.3964108929690011,0.6513804679324552,0.9613818672549934,-1.1706558073048443,-1.3589435570678101,-1.0174260385778289,-2.1084579823366605,-0.7573973490286108,-0.22101154214722282,0.015600590269278647,-34.12132055078243,-40.12259875407327,14.966004246824731,4.4690241182873205,9.910162633106246,-1
-1.6526393978724616,-0.26858793967724276,-0.6279504312517233,-0.25642852087655865,-0.8105968086290323,-0.9488674552870027,-0.3716764293949148,-0.3601241373579385,-0.43058512354592265,-0.9590237283190919,0.7797056290974206,-0.5467761999553461,-0.9809275819162141,-0.3624958434769448,-1.3923160718259027,-1.3902915142212589,-1.1260910059189464,-0.5531913594930372,-0.9996648315335653,-1.219420006017379,-0.7838474127216467,-0.22046856705212878,-0.026747018875726364,-49.844642095707,-59.47380771952661,47.41058575333025,18.0488325110682,24.3136167985998,-1
-1.7111864849838234,-0.5876364366129889,0.14153620721530888,-0.16359028108315005,0.5492494262118703,-1.0588125700207962,-0.3455287572587171,-0.46609872120472917,0.4467591801219316,-1.2323908858857437,0.6067713691886368,0.3766290849568473,-1.0880490340246258,-0.34484503457331045,0.5974595914529486,0.7654103378698384,-0.5267334338761591,1.0645832142914184,-0.7234990793231454,0.9453985415973565,-0.08962211037024645,0.13300341582939318,0.8138337023803441,-47.532855687033305,-77.76197915594847,25.088055444059908,-49.309146731382384,150.6963928363545,-1
-1.4623696474391306,-0.5021788930802679,-0.024276102488705518,-0.1868739805582856,0.35755623178767626,-1.1620000652611573,-0.3867176403710848,-0.5574316860293316,0.6160294843171782,-1.5197438381590327,-0.08621032280310739,0.5897844863503265,-1.089109488599346,-0.364529425871116,0.635541378533265,0.7513716976492044,-0.2862412101181684,0.8480788642727093,-0.8224325200198932,0.9576018666350669,-0.15649476449072758,0.14337400438669554,0.8161453744031537,-0.3899970259331903,-61.22253020875368,36.90767860344415,-48.674885572116246,180.67582406491488,-1
-1.854142363775422,-0.34926260774913104,-0.5842785226747927,-0.26558149099678124,-0.6570686420352986,-1.1100223206104443,-0.39950823482935205,-0.42601562563986006,-1.3687090947767813,-1.3569010545137838,1.4594678292257302,-1.5378253857151525,-1.1651152925277901,-0.3867449263121133,0.5479175089913986,0.869994544348312,-0.5142469034739948,0.9576708978686849,-1.0601866473113335,-0.06589855092628616,-0.7373216874772217,-0.22237098698865224,0.30045548542866507,-14.527650296748645,-43.76835905334182,26.37560837664565,-16.112937158621556,53.19221425447069,-1
