pnn50_mssd,hf,ln_hf,bpm_var,vlf_mssd,ln_vlf,lf,lf_mssd,lf_autocorr,ln_lf,ln_lf_autocorr,p_pow,p_pow_autocorr,p_hz_autocorr,sdnn,t_pow,t_pow_autocorr,d_pow,d_pow_var,d_pow_autocorr,d_hz,d_hz_autocorr,hf_p,vlf_hf,lf_hf,label
-1.2827869203074473,-0.47235712755820486,-1.5125639747162771,0.08591596678032311,-0.21448116354463373,-0.35005306999422875,-0.9353500096486399,-0.30128229672555507,0.8202354349509439,-1.7864569357956677,0.8227129051824486,-0.7234584038625141,0.3483673748172239,0.8020016356486148,-0.8199038918754232,-0.7450171036651779,0.9409206452127646,-0.5806651319433376,-0.08742553799221157,0.806884032905779,-0.5149752460477665,1.1880500818380604,-44.59138145268543,287.2074329798237,32.582032526198844,1
-0.6893693756593267,-0.4672850761945922,-1.4365126311455494,0.006894538544549481,-0.20701978873601565,-0.15636767360453938,-0.9336927496132515,-0.296782734533307,-0.33644666454841177,-1.7568944022932638,-0.44400345173102185,-0.728944624649594,-1.2761027936916227,-1.7684300688824388,-0.8812270534633112,-0.7218667071918988,0.8136567026704598,-0.48362040560952174,-0.08878433541212136,0.6741052313223921,-0.5578010924978131,-0.2306602549075321,-49.698654127355496,387.4787026028452,27.808780566413027,1
-0.8647167109081667,-0.45986785903696753,-1.3378926674499088,-0.1514403632015926,-0.21736465312771225,-0.6104521131643493,-0.9043904045536838,-0.2832261971321472,-1.127911133815871,-1.5600991239657431,-1.1571925074877945,-0.7167220056382864,-1.2164574654226177,-1.6278831587920664,-1.0388706993966805,-0.7517442567640907,-0.23486790826153997,-0.5725007458787538,-0.0871847193543439,0.7245188877829436,-0.5202748022256464,0.7256165119121368,-43.11036161771533,295.6860666855815,54.65226038668855,1
-0.9625858476973622,-0.44243334855808286,-1.1131203575064497,-0.07224933026201943,-0.2181143637744613,-0.21229395350807248,-0.8127730163212172,-0.28656756100863046,0.5848470641394808,-1.112341164293093,0.5407942617365465,-0.6716361000718946,0.4734602973885073,0.8914219779785444,-0.9628181530021288,-0.6712685961197153,-0.058586566654477035,-0.5412457278223901,-0.08954390836007796,0.09321556693757846,-0.5181235140527809,0.6157735561722164,-56.602642001109785,1074.831926016817,80.20392589664482,1
-1.134126687795123,-0.451133351947337,-1.2003696042617895,-0.398768282560682,-0.21570821730693893,-0.14967766071988223,-0.752567635846083,-0.2988377193774145,0.10007046589215199,-0.8786221742290307,0.15327658407525765,-0.6744517392425005,0.15012226494461328,0.07902598381669584,-0.9264834579474177,-0.6452256136044296,-1.2089118171093336,-0.5299275873974912,-0.0897001956811741,0.7155960816978382,-0.5589504449272804,-1.5016664681989482,-58.67525134507346,2333.690298965992,78.75185382623052,1
-1.2950968550878186,-0.4402169526201143,-1.077901798019503,-0.42581694174243717,-0.21159377762559875,-0.717447604829214,-0.6369092582550445,-0.29936366761552213,0.9509850253075961,-0.5588553974287039,0.9492146806722302,-0.5092192207767451,1.1764446141627367,1.3604088681611777,-0.9164726607979328,-0.6430166456065439,-1.3235305891402303,-0.55506338880334,-0.08951335458971593,0.12727890265031994,-0.4584619049909475,0.7925810663010484,-35.747917050633426,103.5825862529946,62.97249268010589,1
-0.5143846105665478,-0.35699634755028936,-0.44664407726258487,-0.4633446156080337,-0.20010727532570294,0.2733670020656171,-0.5645038061794523,-0.295363385104153,-0.1806703898756975,-0.3833704795114995,-0.16494991354864263,-0.4021756121271602,0.8803110502551765,-1.2050075985223274,-0.514997736532185,-0.4582115760674711,0.4788527806668471,-0.24580384167069794,-0.08964542421933513,-1.2580299657440657,-0.5575207450068023,-1.1721384370101608,-36.58457531960024,143.93569973514622,53.34370246250083,1
-0.5334649262886849,-0.3537833425693964,-0.42559100936023053,-0.34211720046504795,-0.1687710501714413,0.6739785527654744,-0.5648771372226175,-0.2868791845161192,0.8412058222512145,-0.39311079124517373,0.8360677547104399,-0.36042754342754146,1.2060088943669334,0.013464823045584433,-0.33653757427084724,-0.3571416432869229,0.9187215845463075,-0.03716173410916876,-0.08300654329160953,0.6612580395997976,-0.5569704713423144,0.013476014936244871,-48.16631842820098,310.6525521538518,52.77083314085282,1
-0.9445439567513222,-0.38311682498723987,-0.5960852962672846,-0.29015702564017065,-0.1778108281141237,0.2531532777291226,-0.6128577555237404,-0.2783148096516077,0.7081067687641288,-0.49831776268767025,0.6446708001624136,-0.5462991260409691,-0.43186884550329585,0.20059993755890346,-0.35518901230186145,-0.4911966443603201,0.7665252164783505,-0.23545543271481253,-0.08082487744347425,0.6729662775392339,-0.5558060612125798,0.1117032566018823,-50.82782487799001,363.0781374484631,83.96196690419046,1
-0.9285685394932967,-0.4015924991971457,-0.7347535876520802,-0.4554684957470919,-0.20950222135240773,0.08262616322261877,-0.6204582656868681,-0.3014194484883881,-0.8205837666715382,-0.5081148129838565,-0.8518375887111224,-0.5746680307114733,0.4945117198456365,0.9024062866475349,-0.3949020676593935,-0.5363175373362989,-1.1510293064422197,-0.32121311580218564,-0.08966987410822147,-0.32665885221867474,-0.5554993400586596,-1.5001132198410894,-58.13528803223622,979.6591926557024,106.55156255263014,1
-0.5778869155206037,-0.39440700869278317,-0.6958553453841598,-0.4202868358310196,-0.20317431707830022,0.18196789945407976,-0.6478731376082516,-0.2922839769405006,-1.2377226950153206,-0.5756987715761629,-1.246813548844134,-0.5922438933863483,0.10449155438452927,-1.5044696470603232,-0.418538393455674,-0.5263408759834706,0.3122567646747001,-0.2657676176189341,-0.08749949536037482,0.20576686834695482,-0.5552717284607896,-0.4730069194085642,-49.874001443414016,1991.01673568064,42.33889372299382,1
-0.8290991461903766,-0.3792207890908076,-0.5734618396656108,-0.34954858315070975,-0.16566925975522426,0.39975476305624125,-0.6183808886803913,-0.26276493964967784,0.05536198308346788,-0.5080526915064245,0.06723383239053922,-0.5402735604799408,-0.4068371656474735,0.02372972603264715,-0.39571631198803975,-0.45958441171419906,0.6352254304153523,-0.13975989087217258,-0.06933546086295157,0.7273426455230593,-0.5550761160484396,0.2210572072199759,-33.10283652967495,286.9885373984964,-0.623857901339038,1
0.10224915462626061,-0.3491826368024431,-0.15983068606276335,-0.7224761863408191,-0.16714597929412334,0.5389635200465941,-0.4170522441770519,-0.27250966244357866,0.7990275169987491,-0.19517318048911245,0.7753359185248381,-0.2608191892888564,1.1236771756508337,-1.0554704361732148,-0.2832044346173419,-0.2834673171679841,0.5420685593627547,-0.25206965887899296,-0.20557463653913338,0.06898078346102625,-0.4119908355047066,-0.6367802352721317,-32.11194376601273,129.96782341678986,35.02592381496058,-1
0.9257582776155387,-0.30141163363088036,-0.023813611783044964,-0.17990194309943183,-0.18952132036734956,0.5961171759755408,-0.22649451629561795,-0.3058669007108457,0.7867110430906071,0.10499813591301493,0.7720291973208019,-0.09246262192106612,0.8835856303927988,0.5906353526613488,-0.2510828285803155,-0.19160134436752502,0.6472895417478773,-0.14158499186416026,-0.17657953313213007,0.7708449006614375,-0.35464336448755146,0.9886957642964521,-35.15400519089052,133.30873839833376,49.24307797344412,-1
0.06962754336754216,-0.31990760319773665,-0.07176448074570987,-0.7014363359400634,-0.18409831322942558,0.6887270286556686,-0.3638631236864663,-0.33380904049140453,0.6801198615541415,-0.0931158760736867,0.6753916520040277,-0.1307230423634397,-0.040712935927529025,-0.8470952643195007,-0.27884444273722453,-0.21646930164816938,-0.080880303787493,-0.11763260501398619,-0.20764407736214913,0.05484768375685749,-0.49508887332953644,-0.7211553877842989,-44.09828805522912,307.3522538303376,51.2911550764177,-1
0.9037506751275389,-0.2961186759145097,-0.011951903413865483,-0.5044930883695694,-0.16502503218901848,0.12531665762767524,-0.45262335215407373,-0.2538424234606135,0.34140478107143934,-0.2480285133096819,0.27935213010091814,-0.08986496258809365,-1.7676316613884409,-1.2888723636087844,-0.326899380640369,-0.35607403998713555,0.6428785554867308,-0.3240740220570138,-0.20012882842608126,0.4804431275864355,-0.42998365382458864,0.27935082504860936,-32.971884722509024,430.3499007290406,25.291790984292145,-1
0.06253823024098328,-0.30444411188087694,-0.03441864326986349,-0.3534623341999537,-0.06827608995280693,0.597301528736579,-0.29934500732202224,-0.2514496127876679,-0.07118423618195226,0.003466436343210688,-0.10833242124568444,-0.20188130506565785,0.40701748736617327,-2.003545101074214,-0.22066050763404083,-0.21053552745056645,0.27885634257408065,-0.15173942918695837,-0.16205136372594556,0.5699187354482571,-0.49696693373180845,0.1631990416674993,-40.15854882308423,1495.1134163738711,14.424041077369038,-1
-0.19011635408179067,-0.37278206669029434,-0.2325875383532433,-0.7389765858137174,-0.1543815257675968,0.5518619833280509,-0.40365520340571326,-0.30151923330405683,0.11416927075883056,-0.15885482546906174,0.1365542608720701,-0.31107171289877933,0.2955015717018206,-1.1013830445105781,-0.25730292763057355,-0.2837877379002815,0.8251040622484425,-0.1936117684689938,-0.20030541475414224,0.4833243878141026,-0.4963406407839243,-0.9494160978580821,-24.477161398725592,200.6880227591433,-4.899394048269409,-1
