pnn50_mssd,hf,ln_hf,bpm_var,vlf_mssd,ln_vlf,lf,lf_mssd,lf_autocorr,ln_lf,ln_lf_autocorr,p_pow,p_pow_autocorr,p_hz_autocorr,sdnn,t_pow,t_pow_autocorr,d_pow,d_pow_var,d_pow_autocorr,d_hz,d_hz_autocorr,hf_p_norm,vlf_hf_norm,lf_hf_norm,arousal
-1.479443662016991,-0.5279859586384199,-1.8836635687938454,0.07886743040329267,-0.19090708219208488,-0.5364955405532483,-1.1337200085956096,-0.3837901183730142,0.7714673241323201,-2.4684989102830523,0.7759272474651704,-0.9270934192673469,0.265462817134221,0.8087055083216099,-1.0269868514808491,-0.8683832959302527,0.9401136561141813,-0.6475914295245738,-0.20503364746192096,0.8041343653458457,-0.411418897399843,1.1772503608987854,-0.6709788720390556,-0.016430826750824988,-0.21743159354288413,1
-0.8506799469250984,-0.5228036980029106,-1.7995803230631497,-0.011435649011475178,-0.18374912787301112,-0.3255128969414113,-1.131775918204239,-0.3760102786599126,-0.5552951599561047,-2.4312170910733983,-0.6824006476267622,-0.9339765547791307,-1.5259650342773035,-2.0487602201462645,-1.0982524205306368,-0.8431899601116664,0.7976297835109735,-0.5433093495281366,-0.21145278620658814,0.6437019254527165,-0.462191548855418,-0.3226543803488261,-0.7374302069310426,0.10929611223255317,-0.25356800087708137,1
-1.0364716258817772,-0.515225314081813,-1.6905449496951432,-0.1923755475393843,-0.1936733132479704,-0.8201497527246601,-1.0974020684410812,-0.35257073420214463,-1.4631378297506206,-2.1830351824652072,-1.5034711965368877,-0.9186417831341646,-1.460189556008127,-1.8925187692968386,-1.2814550448510331,-0.8757040961299198,-0.37629147101640786,-0.6388181639090877,-0.20389598836268816,0.7046151571843715,-0.41770184428806373,0.6883511923517875,-0.6517091460415825,-0.005799739036528365,-0.05034660606592057,1
-1.140170214835531,-0.49741197370393775,-1.4420340821276902,-0.10187864946835741,-0.19439253654121053,-0.38643372319556407,-0.9899279965743506,-0.3583480241409242,0.5014670710649319,-1.6183599221110183,0.4513638046393352,-0.8620759959139709,0.4034123774603218,0.9081112086112643,-1.1930719958341407,-0.7881267474578794,-0.17892804098190396,-0.6052322245553892,-0.2150411092841761,-0.05816874256524774,-0.4151513610253732,0.5722217994519723,-0.827258817916396,0.9711463421647734,0.14309497227815884,1
-1.321928669540151,-0.5063010171817657,-1.5384978592327545,-0.47501372862533625,-0.1920842372074694,-0.3182254264841014,-0.9193025671358865,-0.37956339161111324,-0.05459185298770978,-1.3236128858760225,0.005227748930925801,-0.8656085598984916,0.046842729110118594,0.004996876816332466,-1.1508463073295887,-0.7597855652676536,-1.466824621614542,-0.5930700054447879,-0.2157794312617193,0.6938340118972023,-0.4635541762203909,-1.6664017233364508,-0.854225785687485,2.5495886062303867,0.1321019075379818,1
-1.4924868225956602,-0.4951474182807734,-1.4030960351112285,-0.5059240433676261,-0.18813711324666782,-0.936700572284555,-0.7836266105841827,-0.3804727674159226,0.9214425432268494,-0.9203495065396676,0.9215644826429961,-0.658304140391439,1.1786471023496377,1.4294687546745586,-1.139212446044117,-0.7573816637773496,-1.5951510445253956,-0.6200803722313641,-0.21489676923152892,-0.017011087923652992,-0.3444188867540575,0.7591482042730966,-0.5559155002514731,-0.24667215098110787,0.012642589937795568,1
-0.6652724341602732,-0.41011853454142544,-0.7051701923621104,-0.5488094301417707,-0.17711771523256137,0.14259961755166145,-0.6986895815982626,-0.3735561929991511,-0.37661329288453227,-0.6990424597915189,-0.3611357040311344,-0.524004830793726,0.8520779080327469,-1.422421696206978,-0.672645847125154,-0.5562682105693674,0.4227855156307816,-0.28775701935989184,-0.21552068363117421,-1.6908361195686763,-0.46185917981598434,-1.3180144285149813,-0.5668013609373538,-0.19607467220544286,-0.06025318182752379,1
-0.6854892449148171,-0.40683571501920407,-0.6818936768042704,-0.4102747422563374,-0.14705579314183093,0.5789881404015588,-0.6991275269286993,-0.3588868278812689,0.795521230697353,-0.7113261343646399,0.7913022361081532,-0.47162676848688845,1.2112499017062723,-0.06788534358726357,-0.4652516964167922,-0.44627921920840735,0.9152597338741179,-0.06355490376512539,-0.18415773197998198,0.6281790687221845,-0.4612067968442943,-0.06454591439574259,-0.717492804094402,0.012966258565169596,-0.06459014944011689,1
-1.121053681324137,-0.43680657697201375,-0.8703941338455502,-0.3508963698531424,-0.15572796405241884,0.12058068851906678,-0.7554123929240133,-0.34407883971664116,0.6428510796586385,-0.8440044546647405,0.5709533661108139,-0.7048254202675279,-0.5949635070039841,0.14014670619336894,-0.4869271174234549,-0.592164092674882,0.7448616817215449,-0.2766368518727746,-0.17385125393661618,0.6423257635038317,-0.45982631765779847,0.03930298391561472,-0.7521219824598472,0.07870102375049215,0.17154561803736157,1
-1.10412670840955,-0.45568370425415816,-1.0237074018579686,-0.5398088603828851,-0.18613061114172313,-0.06517550217325269,-0.7643283617292269,-0.38402725671795107,-1.1106205553523603,-0.8563596832144386,-1.151926358953353,-0.7404176836390303,0.42662739564446517,0.9203221090281959,-0.5330789043743617,-0.6412667424066216,-1.4020197435705875,-0.36879012908708025,-0.21563618814034777,-0.5654897660318146,-0.45946268103335464,-1.6647595808102804,-0.8472002585193957,0.8518122947834992,0.3425625341239482,1
