pnn50_mssd,hf,ln_hf,bpm_var,vlf_mssd,ln_vlf,lf,lf_mssd,lf_autocorr,ln_lf,ln_lf_autocorr,p_pow,p_pow_autocorr,p_hz_autocorr,sdnn,t_pow,t_pow_autocorr,d_pow,d_pow_var,d_pow_autocorr,d_hz,d_hz_autocorr,hf_p_norm,vlf_hf_norm,lf_hf_norm,arousal
-1.3190185813774664,-0.5224565024189076,-1.5600185223322,0.14062427161839794,-0.19593439101897533,-0.3303822090438761,-0.9721011858746728,-0.2949409457980785,0.7959462325471833,-1.9166590685473266,0.7971165582813498,-0.7861651660626922,0.3287394739413136,0.8078987555869569,-0.8404297272768644,-0.7503650060035957,0.9561576373987489,-0.5253423673161269,-0.0913009769477031,0.8149025467083111,-0.4774737109399172,1.1824068732705406,-0.67247132977012,0.11051813461675941,-0.21248508456567736,1
-0.6917986477562427,-0.5163613488353217,-1.4814153624836182,0.04258206434331451,-0.18889651589657447,-0.13255895761864336,-0.9702393606772952,-0.2892168328595096,-0.4098581682505071,-1.8845198426874132,-0.5226335360705721,-0.7926783912832941,-1.373281728177231,-1.8687450004343626,-0.9084679283673474,-0.7254328428530957,0.8267498656014491,-0.4346664563206242,-0.09313804524139926,0.6727353639440566,-0.5250548723718761,-0.22291970806054906,-0.7472655070318991,0.2733373083104641,-0.252545017948852,1
-0.8771341589276417,-0.5074479774008631,-1.3794863181476618,-0.1538646919663572,-0.19865421680483594,-0.5963443638998374,-0.9373200582086398,-0.2719708991831485,-1.2349347735950356,-1.6705717418651893,-1.2656817476837852,-0.7781677338570132,-1.3107889749773654,-1.7223905928621461,-1.0833739476416362,-0.7576099133983385,-0.2394377038291918,-0.5177137905547419,-0.09097539472501447,0.7267136151887816,-0.4833617215437839,0.7243357849837804,-0.6507823252620298,0.12428562892707513,-0.027258772338410238,1
-0.9805781403773062,-0.4864966873989907,-1.1471720291622263,-0.055612055445738856,-0.19936137467387371,-0.18968003508168088,-0.8343938074774545,-0.27622161144817636,0.550561322083097,-1.1837868661601667,0.5033947994545546,-0.7246418790608921,0.45980424236776946,0.9010140095486883,-0.9989934572845015,-0.6709404560028367,-0.06018680863375604,-0.48850996524131923,-0.09416497343466376,0.050772775807586476,-0.48097155769823857,0.6155290599778952,-0.8483719342261569,1.3894524656503353,0.18718580900397908,1
-1.1618903299305263,-0.49695160061529786,-1.2373488250922065,-0.4607254470310376,-0.1970917985168002,-0.12572602067249977,-0.7667569297438657,-0.29183107949776793,0.04519709467491739,-0.9296967554865021,0.09965288133273843,-0.7279845976225099,0.12103028557915982,0.055049239756542974,-0.9586800222840778,-0.6428930793738372,-1.2298899038686824,-0.4779346075421022,-0.09437627092322645,0.7171599048950905,-0.5263318470967653,-1.4819355693763625,-0.8787245549968608,3.4335701959989646,0.17499916750706224,1
-1.3320297175419766,-0.4838332140475828,-1.1107717509946913,-0.49428482844462485,-0.19321089004903672,-0.7056256852773104,-0.6368221717163631,-0.2925001639522413,0.9322485333459815,-0.5820588691312446,0.9289145959613271,-0.5318210365297473,1.1963485231438566,1.3893797689074723,-0.9475730178195979,-0.640514098496292,-1.3464394904865131,-0.5014208058877734,-0.0941236653176755,0.08724462535046848,-0.4146852169163293,0.790668612659938,-0.5429619641598258,-0.1876494853415623,0.04256950285320414,1
-0.5068463595469362,-0.38382587325869827,-0.4583328958656966,-0.5408455659790662,-0.182376349384163,0.306356481417336,-0.5554792971986162,-0.28741120909332013,-0.24746634285480912,-0.39127855554645796,-0.23189683614921,-0.40473917843124907,0.8860777565884722,-1.2820415161001497,-0.50213558565409,-0.4414855354172158,0.48630599226252574,-0.2124572297131304,-0.09430222094751306,-1.3960151776406178,-0.524743395534112,-1.155516222502775,-0.5552145245502262,-0.1221246284425355,-0.03824095884618841,1
-0.5270135326759465,-0.37996476117220307,-0.4365734162308259,-0.3904382191590478,-0.15281873499004356,0.7155266150215288,-0.5558987106450797,-0.27661804293972275,0.8178071961637579,-0.40186784007882265,0.8110305365989333,-0.35517599376938863,1.2273241807511035,-0.013220954431526419,-0.3041335894723521,-0.3326367709218332,0.9335846216689844,-0.017507809070877827,-0.08532658007622071,0.6589797867596483,-0.5241320203429107,0.018913441802518187,-0.7248250000905855,0.14858801191478516,-0.04304881459229768,1
-0.9615085430193671,-0.4152152087052949,-0.6127884448918494,-0.3259710190088489,-0.16134542476594768,0.28571091522496633,-0.6098018533210964,-0.2657228831712539,0.6790556545723384,-0.51624472922308,0.6116203470605953,-0.5758421912585601,-0.4887446605105704,0.1816467150387241,-0.32482740659660597,-0.4770092943799153,0.7788244242881047,-0.20278796230542837,-0.08237700930259119,0.6715158782376083,-0.5228383159342767,0.11621403245036585,-0.7638018078447845,0.23371599034937435,0.21872549592640841,1
-0.944623130306988,-0.43741767942110116,-0.7561095929727117,-0.5310736320470966,-0.1912380482819685,0.11154069446156259,-0.6183405382784763,-0.2951154232575817,-0.9145557412329028,-0.5268956976931692,-0.9475425046978632,-0.6095216716425654,0.48186064454207217,0.9124521976013944,-0.3688891407989554,-0.5256029098919354,-1.171032331316467,-0.2829175719460662,-0.09433527673272382,-0.3987896737279635,-0.5224975369433396,-1.480396973971669,-0.8708169858679391,1.234912228329253,0.4083106476119589,1
