ln_hf,rsa_mssd,vlf,vlf_mssd,ln_vlf,lf,lf_var,lf_mssd,lf_autocorr,ln_lf,ln_lf_mssd,ln_lf_autocorr,p_pow,p_pow_var,p_pow_autocorr,p_hz_autocorr,sdnn,sdnn_autocorr,t_pow,t_pow_autocorr,d_pow,d_pow_var,d_pow_autocorr,hf_norm,hf_p_norm,p_pow_norm,coh_ratio_norm,t_pow_norm,valence
-1.5600185223322,-0.46734391754023563,-0.39791169788514574,-0.19593439101897533,-0.3303822090438761,-0.9721011858746728,-0.19255067119754857,-0.2949409457980785,0.7959462325471833,-1.9166590685473266,-0.10850247462967826,0.7971165582813498,-0.7861651660626922,-0.13982329452096345,0.3287394739413136,0.8078987555869569,-0.8404297272768644,0.8192421647748763,-0.7503650060035957,0.9561576373987489,-0.5253423673161269,-0.0913009769477031,0.8149025467083111,-0.5884594920952404,-0.67247132977012,-0.8108579506545549,-0.9649225218604446,-0.6172077028466367,1
-1.4814153624836182,-0.359347674435598,-0.33998285266607914,-0.18889651589657447,-0.13255895761864336,-0.9702393606772952,-0.198450857843993,-0.2892168328595096,-0.4098581682505071,-1.8845198426874132,0.7661732901853496,-0.5226335360705721,-0.7926783912832941,-0.14107684624745356,-1.373281728177231,-1.8687450004343626,-0.9084679283673474,0.8468151412304515,-0.7254328428530957,0.8267498656014491,-0.4346664563206242,-0.09313804524139926,0.6727353639440566,-0.5783820037374059,-0.7472655070318991,-0.8240283921237671,-1.1616683249760302,-0.5468772975668563,1
-1.3794863181476618,-0.3044128051113019,-0.47131149041450604,-0.19865421680483594,-0.5963443638998374,-0.9373200582086398,-0.19719909085718706,-0.2719708991831485,-1.2349347735950356,-1.6705717418651893,1.3710086844241072,-1.2656817476837852,-0.7781677338570132,-0.14016307006745618,-1.3107889749773654,-1.7223905928621461,-1.0833739476416362,-0.9753016306530621,-0.7576099133983385,-0.2394377038291918,-0.5177137905547419,-0.09097539472501447,0.7267136151887816,-0.5640006802728407,-0.6507823252620298,-0.7783263930000988,-0.9236859926217417,-0.5937683972840448,1
-1.1471720291622263,-0.3890499831128274,-0.3662094376538229,-0.19936137467387371,-0.18968003508168088,-0.8343938074774545,-0.1853140329168038,-0.27622161144817636,0.550561322083097,-1.1837868661601667,0.13470828801531665,0.5033947994545546,-0.7246418790608921,-0.13730699224799814,0.45980424236776946,0.9010140095486883,-0.9989934572845015,-0.7770572635152115,-0.6709404560028367,-0.06018680863375604,-0.48850996524131923,-0.09416497343466376,0.050772775807586476,-0.47679831318840865,-0.8483719342261569,-0.5706124743026338,-1.0940712985299699,-0.11193134557474956,1
-1.2373488250922065,-0.4342444316011157,-0.3447895021296896,-0.1970917985168002,-0.12572602067249977,-0.7667569297438657,-0.1981525242425749,-0.29183107949776793,0.04519709467491739,-0.9296967554865021,-0.4543683005287981,0.09965288133273843,-0.7279845976225099,-0.13830718193805377,0.12103028557915982,0.055049239756542974,-0.9586800222840778,-1.1706139759336176,-0.6428930793738372,-1.2298899038686824,-0.4779346075421022,-0.09437627092322645,0.7171599048950905,-0.3626582759788078,-0.8787245549968608,-0.5302507490035313,-1.3461427728007453,0.34539456638255955,1
-1.1107717509946913,-0.4627022608893492,-0.48501584420814003,-0.19321089004903672,-0.7056256852773104,-0.6368221717163631,-0.1746866991261958,-0.2925001639522413,0.9322485333459815,-0.5820588691312446,-0.5015543208312402,0.9289145959613271,-0.5318210365297473,-0.1314476909195649,1.1963485231438566,1.3893797689074723,-0.9475730178195979,-0.7771718604871607,-0.640514098496292,-1.3464394904865131,-0.5014208058877734,-0.0941236653176755,0.08724462535046848,-0.19513293372671486,-0.5429619641598258,0.3877922339173185,0.2798585532094079,0.17566520983855216,1
-0.4583328958656966,-0.4481068788478029,-0.15402589351069923,-0.182376349384163,0.306356481417336,-0.5554792971986162,-0.19786039737914543,-0.28741120909332013,-0.24746634285480912,-0.39127855554645796,-0.5122549975443594,-0.23189683614921,-0.40473917843124907,-0.14034436688396212,0.8860777565884722,-1.2820415161001497,-0.50213558565409,0.6639523697809059,-0.4414855354172158,0.48630599226252574,-0.2124572297131304,-0.09430222094751306,-1.3960151776406178,-0.16293060580222907,-0.5552145245502262,0.36533585234470617,0.06856929296035752,0.2767746419511431,-1
-0.4365734162308259,-0.39208684658361453,0.13618236009924842,-0.15281873499004356,0.7155266150215288,-0.5558987106450797,-0.16543493773720663,-0.27661804293972275,0.8178071961637579,-0.40186784007882265,-0.42527513697177693,0.8110305365989333,-0.35517599376938863,-0.13170184788139933,1.2273241807511035,-0.013220954431526419,-0.3041335894723521,1.0749928950526884,-0.3326367709218332,0.9335846216689844,-0.017507809070877827,-0.08532658007622071,0.6589797867596483,-0.17603444363297685,-0.7248250000905855,0.558157831387119,-0.09300269876463149,0.5866713251662922,-1
-0.6127884448918494,-0.42700920145701526,-0.15614327589274474,-0.16134542476594768,0.28571091522496633,-0.6098018533210964,-0.17245349899405732,-0.2657228831712539,0.6790556545723384,-0.51624472922308,-0.28764415643798735,0.6116203470605953,-0.5758421912585601,-0.12294246157023178,-0.4887446605105704,0.1816467150387241,-0.32482740659660597,0.3609032594606579,-0.4770092943799153,0.7788244242881047,-0.20278796230542837,-0.08237700930259119,0.6715158782376083,-0.3054865454651723,-0.7638018078447845,-0.13939550923576574,-0.7042047527506087,0.2857573170925991,-1
-0.7561095929727117,-0.3208333206736334,-0.2510892970090365,-0.1912380482819685,0.11154069446156259,-0.6183405382784763,-0.19996565965917432,-0.2951154232575817,-0.9145557412329028,-0.5268956976931692,-0.5648714821599908,-0.9475425046978632,-0.6095216716425654,-0.1293393768162939,0.48186064454207217,0.9124521976013944,-0.3688891407989554,-1.3118431428825237,-0.5256029098919354,-1.171032331316467,-0.2829175719460662,-0.09433527673272382,-0.3987896737279635,-0.32553261811764417,-0.8708169858679391,-0.179151891883096,-0.9523889959427279,0.4560991014154918,-1
