Model,Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,TT (Sec),config,scaler
Naive Bayes,0.2593,0.4782,0.2593,0.2695,0.2503,0.0103,0.0124,0.0067,2,standard
Extreme Gradient Boosting,0.2531,0.4775,0.2531,0.251,0.25,0.0046,0.0046,0.1833,2,standard
K Neighbors Classifier,0.2222,0.4722,0.2222,0.2199,0.202,-0.0373,-0.0395,0.01,2,standard
Extra Trees Classifier,0.216,0.4539,0.216,0.2231,0.2154,-0.0447,-0.0446,0.0633,2,standard
Random Forest Classifier,0.1852,0.4478,0.1852,0.181,0.1776,-0.0843,-0.0859,0.05,2,standard
CatBoost Classifier,0.216,0.4469,0.216,0.2205,0.215,-0.0438,-0.0444,2.7367,2,standard
Logistic Regression,0.2654,0.0,0.2654,0.2717,0.2596,0.0211,0.0214,0.0067,2,standard
SVM - Linear Kernel,0.284,0.0,0.284,0.2635,0.2658,0.0464,0.0475,0.0133,2,standard
Quadratic Discriminant Analysis,0.2654,0.0,0.2654,0.2361,0.2365,0.0206,0.0218,0.0067,2,standard
